train,valid
0.7986209753787878,0.88
0.880011047979798,0.8916
0.9076803188131314,0.902
0.9362077809343435,0.9112
0.9543432370580809,0.9164
0.9655391808712122,0.9188
0.9727548926767677,0.9088
0.9770162563131314,0.8992
0.9834970801767677,0.9164
0.98486328125,0.9168
