train,valid
0.808001893939394,0.8888
0.8821861190025253,0.9076
0.9145902383207072,0.9084
0.9368736190025253,0.9112
0.9564541903409091,0.9212
0.9686266966540404,0.9224
0.975161773989899,0.9196
0.9803010574494949,0.9144
0.9844637784090909,0.9244
0.9843503393308081,0.924
