train,valid
0.7979107481060606,0.852
0.8798680160984849,0.8936
0.9093868371212122,0.9036
0.9344026199494949,0.8996
0.9534801136363636,0.9108
0.9614356455176768,0.9132
0.9732333096590909,0.9012
0.9780815972222222,0.9116
0.9815883443813131,0.9132
0.9869939630681818,0.91
