train,valid
0.8054174558080809,0.8868
0.8755573311237373,0.9036
0.9111081518308081,0.904
0.9377860637626263,0.902
0.9566514756944445,0.9104
0.9686266966540404,0.9172
0.9768929529671717,0.9076
0.97964508364899,0.9148
0.983462555239899,0.9096
0.9849717881944445,0.9116
