train,valid
0.7021878945707071,0.776
0.8028576783459596,0.826
0.8455107717803031,0.8212
0.8835276594065656,0.84
0.9088344381313131,0.8384
0.9289970012626263,0.8392
0.9432459359217172,0.8424
0.9567057291666667,0.8492
0.9649621212121212,0.8376
0.9725329466540404,0.846
