train,valid
0.8031930634469696,0.8844
0.8807212752525253,0.8908
0.9100625394570708,0.9044
0.9340080492424242,0.9132
0.9508266256313131,0.916
0.9652975063131314,0.904
0.9712357954545454,0.912
0.9778941761363636,0.9188
0.9825205176767677,0.9164
0.9849076704545454,0.9184
