train,valid
0.8049242424242423,0.8864
0.8814413667929292,0.9004
0.9110391019570708,0.9028
0.9357441603535354,0.91
0.9522668087121212,0.908
0.9676945233585859,0.9
0.9736870659722222,0.9152
0.9787030460858586,0.916
0.9816771227904041,0.91
0.9849175347222222,0.9168
