train,valid
0.8044359611742423,0.8712
0.8817767518939394,0.8928
0.9109355271464646,0.9016
0.9390190972222222,0.9028
0.9517587989267677,0.9044
0.9646218039772727,0.9052
0.97216796875,0.8968
0.9789249921085859,0.898
0.9840198863636364,0.894
0.9853170375631314,0.896
