train,valid
0.7980784406565656,0.8616
0.8768692787247474,0.8756
0.9103190104166667,0.9004
0.9348909011994949,0.8976
0.9530115609217172,0.9004
0.9656082307449495,0.9016
0.9734207307449495,0.9028
0.9789693813131314,0.9
0.9816228693181818,0.9092
0.9866487136994949,0.9092
