train,valid
0.8008009785353536,0.874
0.880755800189394,0.8928
0.9156753077651515,0.9016
0.9363310842803031,0.906
0.9545997080176768,0.9072
0.9657611268939394,0.8908
0.9724096433080809,0.9108
0.9775144018308081,0.9144
0.9806906960227273,0.9044
0.9858053188131314,0.908
